A000062,A000186,B000384,B000399,B000816,B000820,B000823,B001177,B001180,B001208,C000021,C000128,C000154,C000221,C000317,C000338,C000506,C000684,C000774,D000360,D000456,D000516,D000585,E000018,E000037,E000112,F000081,F000190,F000356,F000401,G000131,G000205,G000418,H000385,H000495,H000502,H000559,H000598,H000679,H000720,H000953,H000975,I000050,J000093,J000127,J000160,J000195,K000044,K000082,K000144,K000176,K000292,L000070,L000224,L000394,L000428,M000053,M000086,M000177,M000279,M000308,M000315,M000332,M000438,M000499,M000559,M000771,M000859,M000878,M001014,M001078,M001108,N000023,N000116,O000032,O000088,P000100,R000317,R000536,S000021,S000138,S000214,S000505,S000553,S000590,S000639,S000701,S000852,T000009,T000259,T000289,U000015,V000025,W000190,W000269,W000344,W000465,W000518,Y000047,date,isAmendment,requires,result,title
Nay,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Yea,Yea,Yea,,Present,Yea,Yea,Yea,Yea,Nay,Present,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Present,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Present,Present,Yea,Yea,Present,Yea,Present,Nay,Yea,Yea,Present,Present,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,,Present,Nay,Nay,Present,Yea,Yea,Yea,Yea,Present,Yea,,Yea,Yea,Present,Yea,Nay,Yea,1951-09-19,0,,unknown,s436
Yea,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Yea,,Present,Nay,Nay,Nay,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Present,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Present,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Present,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Present,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,,Present,Nay,Yea,Nay,Nay,Nay,Present,Nay,Present,Nay,,Nay,Nay,Present,Nay,Yea,Nay,1951-09-19,0,,unknown,s436
Nay,Present,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,,Not Voting,Present,Nay,Yea,Present,Yea,Present,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Present,Not Voting,Yea,Present,Yea,Yea,Nay,Yea,Yea,Present,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Present,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Present,Yea,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Present,Yea,,Yea,Present,Present,Yea,Present,Present,1951-09-22,0,,unknown,hr4473
Yea,Present,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Not Voting,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Present,Nay,Nay,Yea,Yea,Yea,Present,Yea,Yea,Nay,Yea,Present,Nay,Not Voting,Yea,Not Voting,Present,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Present,Yea,,Yea,Nay,Present,Yea,Yea,Present,1951-09-24,0,,unknown,hr4473
Nay,Present,Nay,Present,Nay,Nay,Present,Present,Nay,Nay,Nay,Nay,Nay,Nay,,Not Voting,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Present,Nay,Present,Nay,Nay,Present,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Present,Nay,,Nay,Nay,Present,Present,Yea,Not Voting,1951-09-24,0,,unknown,hr4473
Nay,Present,Nay,Yea,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Present,Nay,,Nay,Nay,Present,Nay,Nay,Nay,1951-09-25,0,,unknown,hr4473
Yea,Present,Yea,Nay,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Present,Yea,Nay,Nay,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Present,Yea,,Yea,Yea,Present,Yea,Yea,Yea,1951-09-25,0,,unknown,hr4473
Yea,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Present,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Present,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Present,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Not Voting,Present,Yea,Nay,Yea,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Present,Not Voting,Yea,,Yea,Yea,Present,Yea,Yea,Yea,1951-09-25,0,,unknown,hr4473
Yea,Present,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,,Yea,Nay,Nay,Not Voting,Yea,Present,Nay,Not Voting,Present,Yea,,Nay,Nay,Nay,Present,Nay,Nay,1951-09-26,0,,unknown,hr4473
Nay,Present,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Present,Yea,Nay,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Present,Yea,Yea,Yea,Nay,Nay,Yea,Yea,,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Present,Nay,,Nay,Yea,Present,Nay,Nay,Nay,1951-09-26,0,,unknown,hr4473
Nay,Present,Nay,Yea,Not Voting,Nay,Present,Nay,Nay,Present,Nay,Nay,Nay,Nay,,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Present,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Present,Nay,,Nay,Nay,Present,Nay,Nay,Nay,1951-09-26,0,,unknown,hr4473
Yea,Present,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Not Voting,Nay,Nay,Nay,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Present,Nay,,Nay,Nay,Present,Nay,Yea,Nay,1951-09-26,0,,unknown,hr4473
Yea,Present,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,,Not Voting,Nay,Nay,Yea,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Present,Yea,Nay,Not Voting,Nay,Nay,,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Present,Nay,,Nay,Nay,Present,Nay,Nay,Nay,1951-09-26,0,,unknown,hr4473
Nay,Present,Nay,Yea,Present,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,,Not Voting,Yea,Nay,Nay,Present,Nay,Present,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Present,Yea,Nay,Nay,Present,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Present,Nay,Yea,Yea,Yea,Nay,Yea,Present,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Present,Nay,Nay,Not Voting,Present,Yea,Nay,Yea,Nay,Nay,,Yea,Nay,Nay,Yea,Yea,Nay,Present,Present,Present,Yea,,Nay,Nay,Present,Nay,Nay,Nay,1951-09-26,0,,unknown,hr4473
Yea,Present,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,Nay,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Nay,,Yea,Yea,Present,Yea,Yea,Yea,1951-09-27,0,,unknown,hr4473
Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Present,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Present,Yea,,Nay,Nay,Present,Nay,Nay,Nay,1951-09-27,0,,unknown,hr4473
Nay,Present,Nay,Nay,Nay,Nay,Present,Nay,Nay,Not Voting,Yea,Present,Nay,Nay,,Not Voting,Present,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Present,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Present,Nay,Yea,Yea,Yea,Present,Yea,Yea,Nay,Present,Nay,Nay,Yea,Present,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Present,Nay,Yea,Nay,Nay,Nay,,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Present,Yea,,Nay,Nay,Present,Yea,Yea,Present,1951-09-27,0,,unknown,hr4473
Nay,Present,Not Voting,Yea,Nay,Nay,Present,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Present,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Present,Nay,Not Voting,Nay,Present,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Present,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Present,Nay,,Nay,Nay,Present,Nay,Yea,Nay,1951-09-28,0,,unknown,hr4473
Nay,Present,Not Voting,Yea,Nay,Nay,Present,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Not Voting,Nay,Nay,Yea,Present,Yea,Nay,Nay,Nay,Nay,Present,Nay,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Present,Nay,Not Voting,Nay,Present,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Present,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Present,Nay,,Nay,Not Voting,Present,Nay,Nay,Nay,1951-09-28,0,,unknown,hr4473
Nay,Present,Not Voting,Yea,Nay,Nay,Present,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,,Not Voting,Nay,Nay,Nay,Present,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Present,Nay,Not Voting,Nay,Present,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Present,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Present,Nay,,Nay,Not Voting,Present,Nay,Nay,Nay,1951-09-28,0,,unknown,hr4473
Yea,Present,Not Voting,Present,Yea,Yea,Present,Present,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Present,Nay,Not Voting,Yea,Present,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Present,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Present,Not Voting,Nay,Yea,,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Present,Yea,,Yea,Not Voting,Present,Yea,Yea,Present,1951-09-28,0,,unknown,hr4473
Yea,Present,Not Voting,Yea,Yea,Nay,Present,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Present,Yea,,Yea,Nay,Present,Yea,Nay,Yea,1951-09-28,0,,unknown,hr4473
Present,Present,Not Voting,Nay,Yea,Yea,Yea,Yea,Present,Present,Yea,Yea,Yea,Yea,,Present,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Yea,Present,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Present,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Present,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Present,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Present,Nay,,Yea,Yea,Present,Nay,Yea,Yea,1951-10-02,0,,unknown,hr5113
Present,Present,Not Voting,Yea,Nay,Nay,Nay,Nay,Present,Present,Nay,Nay,Nay,Nay,,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Present,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Present,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Present,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Present,Nay,Present,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Present,Yea,,Nay,Nay,Present,Yea,Nay,Nay,1951-10-02,0,,unknown,hr5113
Present,Present,Not Voting,Yea,Yea,Nay,Yea,Nay,Present,Present,Yea,Nay,Yea,Nay,,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Present,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Present,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Present,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Present,Yea,,Yea,Nay,Present,Yea,Nay,Nay,1951-10-02,0,,unknown,hr5113
Present,Present,Nay,Yea,Nay,Nay,Present,Nay,Present,Present,Present,Not Voting,Nay,Nay,,Not Voting,Present,Nay,Present,Nay,Yea,Present,Nay,Present,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Present,Yea,Nay,Not Voting,Yea,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Present,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Present,Yea,Yea,Not Voting,Nay,Nay,,Present,Nay,Present,Nay,Yea,Yea,Nay,Nay,Present,Not Voting,,Nay,Nay,Present,Nay,Nay,Nay,1951-10-04,0,,unknown,s337
Present,Present,Nay,Yea,Present,Nay,Nay,Yea,Present,Present,Nay,Nay,Yea,Yea,,Present,Present,Yea,Present,Present,Yea,Present,Yea,Present,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Present,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Present,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Present,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Present,Yea,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,,Present,Yea,Present,Yea,Yea,Yea,Present,Nay,Present,Present,,Nay,Yea,Present,Present,Nay,Nay,1951-10-04,0,,unknown,s2170
Present,Present,Yea,Nay,Yea,Yea,Yea,Yea,Present,Present,Not Voting,Yea,Yea,Yea,,Nay,Present,Nay,Nay,Yea,Nay,Yea,Yea,Present,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Nay,Nay,Yea,Not Voting,Present,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Present,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Present,Yea,Present,Nay,Nay,Nay,Present,Nay,Nay,Present,Nay,Yea,,Present,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Present,Present,,Yea,Yea,Present,Yea,Yea,Nay,1951-10-04,0,,unknown,s2170
Present,Present,Nay,Yea,Yea,Nay,Nay,Nay,Present,Present,Not Voting,Nay,Nay,Nay,,Yea,Present,Yea,Yea,Nay,Yea,Present,Nay,Present,Nay,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Present,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Present,Yea,Yea,Present,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Present,Yea,Yea,Yea,Present,Yea,Yea,Present,Yea,Nay,,Present,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Present,Present,,Yea,Yea,Present,Yea,Nay,Yea,1951-10-04,0,,unknown,s2170
Yea,Present,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Present,Yea,Present,Yea,Yea,,Nay,Nay,Yea,Nay,Yea,Present,Present,Yea,Present,Yea,Nay,Yea,Present,Yea,Present,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Present,Nay,Not Voting,Yea,Yea,Nay,Present,Present,Nay,Yea,Present,Nay,Nay,Present,Present,Nay,Nay,Nay,Yea,Nay,Nay,Present,Yea,Nay,Nay,Yea,Yea,Present,Present,Nay,Nay,Yea,Yea,,Nay,Yea,Yea,Yea,Nay,Nay,Present,Yea,Present,Nay,,Yea,Not Voting,Present,Yea,Yea,Nay,1951-10-08,0,,unknown,hr5215
Present,Present,Yea,Present,Yea,Not Voting,Yea,Yea,Yea,Present,Yea,Present,Yea,Yea,,Nay,Nay,Nay,Yea,Yea,Present,Present,Yea,Present,Nay,Nay,Yea,Present,Yea,Present,Yea,Present,Present,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Present,Present,Yea,Yea,Yea,Nay,Yea,Nay,Present,Not Voting,Not Voting,Yea,Nay,Nay,Present,Present,Yea,Yea,Present,Present,Yea,Present,Present,Nay,Nay,Nay,Yea,Nay,Yea,Present,Yea,Nay,Nay,Present,Yea,Present,Present,Yea,Nay,Yea,Yea,,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Present,Yea,Present,Nay,,Yea,Not Voting,Present,Yea,Yea,Yea,1951-10-08,0,,unknown,hr5215
Yea,Present,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Present,Yea,Present,Yea,Yea,,Yea,Yea,Yea,Yea,Present,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Present,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Present,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Present,Not Voting,Yea,Yea,Yea,Nay,Yea,Present,Nay,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Present,Present,Present,Nay,Yea,Yea,Yea,Yea,,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Present,Yea,,Yea,Yea,Present,Present,Yea,Yea,1951-10-09,0,,unknown,s1203
Present,Present,Not Voting,Yea,Nay,Not Voting,Present,Nay,Nay,Present,Nay,Nay,Nay,Nay,,Yea,Yea,Yea,Nay,Present,Present,Present,Nay,Present,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Present,Not Voting,Present,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Present,Present,Present,Yea,Yea,Present,Yea,Not Voting,Nay,Present,Yea,Nay,Present,Yea,Nay,Present,Present,Yea,Present,Present,Yea,Yea,Yea,Nay,Present,Yea,Present,Not Voting,Yea,Not Voting,Present,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Nay,,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Present,Yea,,Not Voting,Nay,Present,Present,Nay,Nay,1951-10-12,0,,unknown,hr4740
