A000006,A000262,B000248,B001019,C000068,C000254,C000299,C000607,C000681,C000695,C000771,C000852,D000099,D000369,D000428,D000484,E000056,F000094,F000099,F000324,F000369,G000475,G000534,H000211,H000246,H000483,H000493,H000839,H000856,J000169,K000069,M000385,M000408,M000949,M000969,M000970,M001020,N000145,N000177,O000109,P000110,P000120,P000423,P000427,R000026,R000195,R000239,R000327,R000445,S000074,S000086,S000346,S000723,S000747,S000922,S001068,T000148,T000286,T000392,V000066,V000095,W000005,W000159,W000261,W000435,W000484,W000498,W000585,Y000012,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,,Yea,,Not Voting,Nay,Yea,Yea,Yea,,Yea,,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,,Not Voting,Not Voting,Yea,,Yea,,,,Not Voting,Yea,,Nay,,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,,,,Yea,Nay,Yea,Yea,1868-03-02,0,,unknown,,,,,unknown
,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,,Nay,,Yea,Yea,Nay,Not Voting,Yea,,Nay,,Nay,Nay,Yea,Nay,Yea,Nay,,Yea,Not Voting,Yea,,Not Voting,,,,Yea,Not Voting,,Yea,,Yea,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Not Voting,,,,Yea,Yea,Nay,Nay,1868-03-06,0,,unknown,,,,,unknown
,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,,Not Voting,,Not Voting,Yea,Not Voting,Nay,Yea,,Nay,,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,,Not Voting,Not Voting,Not Voting,,Not Voting,,,,Yea,Not Voting,,Not Voting,,Not Voting,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,,,,Nay,Not Voting,Nay,Not Voting,1868-03-07,0,,unknown,,,,,unknown
,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Yea,,Yea,,Yea,Nay,Nay,Nay,Yea,,Yea,,Nay,Yea,Yea,Not Voting,Yea,Nay,,Yea,Not Voting,Yea,,Nay,,,,Nay,Not Voting,,Yea,,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Not Voting,,,,Nay,Yea,Not Voting,Yea,1868-03-09,0,,unknown,hr718,,,,unknown
,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Nay,Not Voting,,Nay,,Nay,Not Voting,Nay,Yea,Yea,,Yea,,Nay,Yea,Yea,Not Voting,Not Voting,Nay,,Not Voting,Not Voting,Nay,,Nay,,,,Not Voting,Not Voting,,Nay,,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Nay,,,,Nay,Yea,Not Voting,Nay,1868-03-10,0,,unknown,hr718,,,,unknown
,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,,Yea,,Nay,Nay,Yea,Yea,Yea,,Yea,,Nay,Not Voting,Yea,Nay,Not Voting,Yea,,Not Voting,Not Voting,Not Voting,,Nay,,,,Nay,Not Voting,,Nay,,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,,,,Nay,Yea,Not Voting,Nay,1868-03-10,0,,unknown,hr718,,,,unknown
,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,,Yea,,Not Voting,Nay,Yea,Not Voting,Yea,,Nay,,Nay,Nay,Nay,Yea,Nay,Yea,,Not Voting,Not Voting,Yea,,Nay,,,,Nay,Not Voting,,Nay,,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,,,,Nay,Nay,Not Voting,Yea,1868-03-11,0,,unknown,hjres19,,,,unknown
,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,,Yea,Nay,Yea,Yea,Nay,,Nay,,Yea,Yea,Yea,Not Voting,Nay,Not Voting,,Not Voting,Not Voting,Yea,,Yea,,,,Yea,Nay,,Not Voting,,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,,,Yea,Yea,Not Voting,Not Voting,1868-03-12,0,,unknown,s213,,,,unknown
,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Nay,Nay,,Yea,,Nay,Nay,Yea,Nay,Not Voting,,Not Voting,,Yea,Nay,Nay,Yea,Nay,Yea,,Nay,Yea,Yea,,Yea,,,,Yea,Nay,,Nay,,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,,,,Nay,Yea,Yea,Yea,1868-03-13,0,,unknown,,,,,unknown
,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,,Yea,Nay,Yea,Yea,Not Voting,,Not Voting,,Yea,Yea,Yea,Yea,Not Voting,Yea,,Nay,Yea,Yea,,Yea,,,,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,,,,Yea,Yea,Yea,Yea,1868-03-13,0,,unknown,,,,,unknown
,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Not Voting,,Nay,,Yea,Yea,Yea,Nay,Nay,,Nay,,Nay,Yea,Nay,Not Voting,Yea,Nay,,Yea,Yea,Nay,,Yea,,,,Yea,Not Voting,,Nay,,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,,,,Nay,Nay,Nay,Not Voting,1868-03-13,0,,unknown,,,,,unknown
,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,,Yea,,Not Voting,Nay,Not Voting,Not Voting,Yea,,Nay,,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,,Nay,Yea,Yea,,Yea,,,,Yea,Not Voting,,Not Voting,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,,,Yea,Yea,Yea,Yea,1868-03-16,0,,unknown,,,,,unknown
,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,,Nay,,Nay,Nay,Not Voting,Yea,Nay,,Nay,,Nay,Nay,Nay,Not Voting,Not Voting,Nay,,Yea,Not Voting,Not Voting,,Yea,,,,Nay,Yea,,Not Voting,,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Yea,,,,Nay,Nay,Nay,Yea,1868-03-16,0,,unknown,,,,,unknown
,Yea,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,,Nay,,Yea,Yea,Nay,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,,Not Voting,Not Voting,Nay,,Nay,,,,Not Voting,Yea,,Yea,,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,,,,Nay,Nay,Nay,Nay,1868-03-16,0,,unknown,hr832,,,,unknown
,Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,,Not Voting,,Yea,Yea,Nay,Not Voting,Nay,,Yea,,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,,Not Voting,Not Voting,Nay,,Nay,,,,Nay,Nay,,Nay,,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Nay,,,,Yea,Nay,Not Voting,Nay,1868-03-17,0,,unknown,hr900,,,,unknown
,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Not Voting,,Not Voting,,Nay,Yea,Nay,Nay,Yea,,Yea,,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,Not Voting,Nay,,Nay,,,,Nay,Yea,,Nay,,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Nay,,,,Yea,Nay,Yea,Nay,1868-03-18,0,,unknown,hr900,,,,unknown
,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,,Not Voting,,Nay,Yea,Nay,Nay,Nay,,Yea,,Yea,Nay,Yea,Not Voting,Nay,Yea,,Yea,Yea,Nay,,Nay,,,,Nay,Yea,,Nay,,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Nay,,,,Yea,Nay,Yea,Nay,1868-03-18,0,,unknown,hr900,,,,unknown
,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,,Not Voting,,Yea,Yea,Nay,Nay,Yea,,Nay,,Nay,Nay,Nay,Not Voting,Yea,Nay,,Yea,Nay,Yea,,Nay,,,,Not Voting,Yea,,Nay,,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,,,,Nay,Not Voting,Nay,Nay,1868-03-18,0,,unknown,hr900,,,,unknown
,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Not Voting,,Nay,Yea,Nay,Nay,Yea,,Yea,,Yea,Nay,Nay,Nay,Nay,Yea,,Yea,Not Voting,Nay,,Yea,,,,Nay,Yea,,Nay,,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Nay,,,,Yea,Nay,Yea,Yea,1868-03-19,0,,unknown,hr900,,,,unknown
,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Nay,,Not Voting,,Nay,Not Voting,Nay,Yea,Yea,,Nay,,Yea,Nay,Not Voting,Not Voting,Nay,Yea,,Yea,Not Voting,Nay,,Yea,,,,Nay,Yea,,Nay,,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Nay,,,,Yea,Nay,Yea,Yea,1868-03-19,0,,unknown,hr900,,,,unknown
,Nay,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,,Not Voting,,Not Voting,Yea,Nay,Yea,Nay,,Yea,,Nay,Nay,Yea,Not Voting,Yea,Yea,,Yea,Yea,Nay,,Nay,,,,Yea,Not Voting,,Nay,,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Nay,,,,Yea,Nay,Yea,Yea,1868-03-19,0,,unknown,hr900,,,,unknown
,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Yea,Nay,Yea,,Not Voting,,Nay,Nay,Nay,Nay,Nay,,Yea,,Nay,Not Voting,Nay,Not Voting,Yea,Nay,,Not Voting,Nay,Yea,,Nay,,,,Nay,Not Voting,,Nay,,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,,,,Nay,Yea,Nay,Yea,1868-03-19,0,,unknown,hr900,,,,unknown
,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Yea,Not Voting,,Not Voting,,Yea,Yea,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Not Voting,Not Voting,Yea,,Not Voting,Yea,Yea,,Not Voting,,,,Yea,Not Voting,,Yea,,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,,,,Yea,Yea,Yea,Yea,1868-03-19,0,,unknown,hr900,,,,unknown
,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Not Voting,,Not Voting,Yea,Yea,Not Voting,Nay,,Nay,,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,,Not Voting,Nay,Nay,,Not Voting,,,,Yea,Yea,,Not Voting,,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,,,,Nay,Nay,Nay,Not Voting,1868-03-20,0,,unknown,,,,,unknown
,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Nay,,Not Voting,,Nay,Yea,Not Voting,Nay,Yea,,Nay,,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,,Yea,Not Voting,Not Voting,,Yea,,,,Nay,Yea,,Nay,,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,,,,Not Voting,Yea,Nay,Not Voting,1868-03-21,0,,unknown,hr658,,,,unknown
,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,,Not Voting,,Nay,Not Voting,Nay,Nay,Nay,,Not Voting,,Nay,Nay,Nay,Not Voting,Not Voting,Nay,,Yea,Nay,Nay,,Nay,,,,Not Voting,Yea,,Nay,,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,,,,Nay,Nay,Nay,Not Voting,1868-03-21,0,,unknown,hr658,,,,unknown
,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,,Not Voting,,Nay,Yea,Not Voting,Nay,Yea,,Yea,,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,,Yea,Nay,Yea,,Yea,,,,Nay,Yea,,Nay,,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,,,,Nay,Yea,Nay,Not Voting,1868-03-21,0,,unknown,hr658,,,,unknown
,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,,Not Voting,,Yea,Yea,Yea,Yea,Nay,,Nay,,Yea,Yea,Yea,Not Voting,Not Voting,Nay,,Yea,Not Voting,Yea,,Not Voting,,,,Yea,Nay,,Yea,,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,,,,Yea,Yea,Yea,Not Voting,1868-03-21,0,,unknown,,,,,unknown
,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Nay,Nay,,Yea,,Nay,Nay,Yea,Yea,Nay,,Yea,,Yea,Yea,Nay,Yea,Nay,Yea,,Nay,Yea,Yea,,Yea,,,,Not Voting,Yea,,Yea,,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,,,,Yea,Yea,Yea,Yea,1868-03-23,0,,unknown,,,,,unknown
,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Yea,,Nay,,Yea,Yea,Nay,Nay,Yea,,Yea,,Nay,Yea,Nay,Yea,Yea,Nay,,Yea,Nay,Nay,,Nay,,,,Not Voting,Not Voting,,Yea,,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,,,,Yea,Nay,Nay,Nay,1868-03-23,0,,unknown,,,,,unknown
,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,,Nay,Nay,Nay,Nay,Not Voting,,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,,Nay,,,,Nay,Yea,,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,,,,Nay,Nay,Nay,Nay,1868-03-23,0,,unknown,,,,,unknown
,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,,Nay,,Yea,Yea,Nay,Nay,Yea,,Yea,,Nay,Nay,Yea,Nay,Yea,Nay,,Yea,Nay,Nay,,Nay,,,,Yea,Yea,,Yea,,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,,,,Nay,Nay,Nay,Nay,1868-03-23,0,,unknown,,,,,unknown
,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,,Nay,Yea,Nay,Nay,Not Voting,,Nay,,Nay,Nay,Nay,Nay,Yea,Nay,,Yea,Nay,Nay,,Nay,,,,Nay,Yea,,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,,,,Nay,Nay,Nay,Nay,1868-03-23,0,,unknown,,,,,unknown
,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,,Nay,,Yea,Yea,Nay,Yea,Yea,,Yea,,Nay,Yea,Yea,Yea,Yea,Nay,,Yea,Yea,Nay,,Nay,,,,Nay,Nay,,Nay,,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,,,,Yea,Yea,Nay,Not Voting,1868-03-23,0,,unknown,,,,,unknown
,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,,Yea,,Nay,Nay,Yea,Yea,Yea,,Yea,,Yea,Yea,Yea,Yea,Nay,Yea,,Nay,Yea,Yea,,Yea,,,,Yea,Nay,,Nay,,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,,,,Yea,Yea,Yea,Not Voting,1868-03-24,0,,unknown,,,,,unknown
,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,,Yea,,Nay,Nay,Yea,Nay,Yea,,Yea,,Yea,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,Nay,,Nay,,,,Nay,Nay,,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,,,,Nay,Yea,Nay,Not Voting,1868-03-24,0,,unknown,,,,,unknown
,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,,Yea,,Not Voting,Not Voting,Not Voting,Yea,Nay,,Yea,,Yea,Yea,Yea,Nay,Nay,Not Voting,,Not Voting,Yea,Not Voting,,Yea,,,,Yea,Not Voting,,Yea,,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,,,,Nay,Yea,Yea,Not Voting,1868-03-24,0,,unknown,s366,,,,unknown
,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,,Yea,,Not Voting,Not Voting,Yea,Yea,Nay,,Nay,,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,,Not Voting,Nay,Not Voting,,Not Voting,,,,Nay,Yea,,Not Voting,,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Yea,,,,Nay,Nay,Nay,Not Voting,1868-03-25,0,,unknown,,,,,unknown
,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Nay,Not Voting,,Yea,,Nay,Nay,Yea,Nay,Yea,,Yea,,Nay,Nay,Nay,Not Voting,Not Voting,Yea,,Nay,Not Voting,Yea,,Not Voting,,,,Not Voting,Nay,,Nay,,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Yea,,,,Yea,Nay,Yea,Not Voting,1868-03-25,0,,unknown,s256,,,,unknown
,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Yea,Nay,Yea,,Yea,,Nay,Nay,Yea,Nay,Nay,,Yea,,Nay,Nay,Nay,Not Voting,Yea,Yea,,Nay,Nay,Yea,,Yea,,,,Yea,Yea,,Nay,,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,,,,Yea,Nay,Yea,Not Voting,1868-03-25,0,,unknown,s256,,,,unknown
,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,,Nay,,Nay,Yea,Nay,Nay,Nay,,Nay,,Nay,Nay,Nay,Not Voting,Yea,Nay,,Yea,Nay,Nay,,Nay,,,,Nay,Not Voting,,Nay,,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,,,,Yea,Nay,Not Voting,Not Voting,1868-03-25,0,,unknown,s213,,,,unknown
,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Nay,,Not Voting,Not Voting,Yea,Yea,Nay,,Nay,,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,,Not Voting,Nay,Not Voting,,Not Voting,,,,Yea,Not Voting,,Not Voting,,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Yea,,,,Nay,Not Voting,Nay,Not Voting,1868-03-26,0,,unknown,,,,,unknown
,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Nay,,Yea,,Nay,Yea,Yea,Yea,Yea,,Nay,,Nay,Nay,Nay,Nay,Yea,Nay,,Yea,Nay,Nay,,Nay,,,,Yea,Nay,,Nay,,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,,,,Nay,Nay,Nay,Nay,1868-03-26,0,,unknown,,,,,unknown
,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,,Yea,Yea,Nay,Not Voting,Nay,,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,Yea,,Yea,,,,Yea,Nay,,Yea,,Not Voting,Yea,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,,,,Yea,Yea,Yea,Yea,1868-03-26,0,,unknown,,,,,unknown
,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,,Yea,,Yea,Nay,Yea,Yea,Not Voting,,Yea,,Yea,Yea,Yea,Yea,Nay,Yea,,Nay,Yea,Yea,,Yea,,,,Yea,Not Voting,,Not Voting,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,,,Yea,Yea,Yea,Yea,1868-03-26,0,,unknown,s213,,,,unknown
,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,,Nay,,Not Voting,Yea,Nay,Not Voting,Not Voting,,Nay,,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,,Yea,Nay,Nay,,Not Voting,,,,Yea,Not Voting,,Yea,,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Nay,,,,Yea,Yea,Nay,Not Voting,1868-03-27,0,,unknown,hr601,,,,unknown
,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,,Not Voting,,Yea,Yea,Not Voting,Yea,Yea,,Nay,,Nay,Nay,Yea,Not Voting,Yea,Yea,,Nay,Yea,Yea,,Yea,,,,Yea,Not Voting,,Nay,,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,,,,Yea,Yea,Yea,Not Voting,1868-03-27,0,,unknown,hr601,,,,unknown
,Not Voting,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,,Not Voting,,Nay,Yea,Yea,Yea,Yea,,Yea,,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,,Yea,Yea,Nay,,Yea,,,,Not Voting,Nay,,Nay,,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,,,,Yea,Not Voting,Yea,Not Voting,1868-03-28,0,,unknown,hr900,,,,unknown
,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,,Not Voting,,Nay,Yea,Nay,Yea,Yea,,Yea,,Nay,Yea,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,,Nay,,,,Yea,Yea,,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,,,,Nay,Yea,Yea,Not Voting,1868-03-31,0,,unknown,,,,,unknown
